id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
910,"* there was no running water, we had to collect water from the rain.",Because,If,na,na,2,conjunctions,"Because there was no running water, we had to collect water from the rain.",IN EX VBD DT VBG NN PRP VBD TO VB NN IN DT NN,IN_EX EX_VBD VBD_DT DT_VBG VBG_NN NN_PRP PRP_VBD VBD_TO TO_VB VB_NN NN_IN IN_DT DT_NN,IN_EX_VBD EX_VBD_DT VBD_DT_VBG DT_VBG_NN VBG_NN_PRP NN_PRP_VBD PRP_VBD_TO VBD_TO_VB TO_VB_NN VB_NN_IN NN_IN_DT IN_DT_NN,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_EX VP_VBD_NP NP_DT_JJ_NN NP_PRP VP_VBD_S S_VP VP_TO_VP VP_VB_NP_PP NP_NN PP_IN_NP NP_DT_NN",Because there was no running,IN EX VBD DT NN,IN_EX EX_VBD VBD_DT DT_NN,IN_EX_VBD EX_VBD_DT VBD_DT_NN,SBAR_IN_S S_NP_VP NP_EX VP_VBD_NP NP_DT_NN,,,,,,,,there was no running,there,RB,EX VBD DT NN,EX_VBD VBD_DT DT_NN,EX_VBD_DT VBD_DT_NN,S_NP_VP NP_EX VP_VBD_NP NP_DT_NN,Because,Because,Because,IN,IN,IN,b,y,1.0
911,You will go hungry * you do not bring some food.,if,because,na,na,2,conjunctions,You will go hungry if you do not bring some food.,PRP MD VB JJ IN PRP VBP RB VB DT NN,PRP_MD MD_VB VB_JJ JJ_IN IN_PRP PRP_VBP VBP_RB RB_VB VB_DT DT_NN,PRP_MD_VB MD_VB_JJ VB_JJ_IN JJ_IN_PRP IN_PRP_VBP PRP_VBP_RB VBP_RB_VB RB_VB_DT VB_DT_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_ADJP_SBAR ADJP_JJ SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_NP NP_DT_NN,You will go hungry if you do not bring,PRP MD VB JJ IN PRP VBP RB VB,PRP_MD MD_VB VB_JJ JJ_IN IN_PRP PRP_VBP VBP_RB RB_VB,PRP_MD_VB MD_VB_JJ VB_JJ_IN JJ_IN_PRP IN_PRP_VBP PRP_VBP_RB VBP_RB_VB,S_NP_VP NP_PRP VP_MD_VP VP_VB_ADJP_SBAR ADJP_JJ SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB,You will go hungry,hungry,NN,PRP MD VB JJ,PRP_MD MD_VB VB_JJ,PRP_MD_VB MD_VB_JJ,S_NP_VP NP_PRP VP_MD_VP VP_VB_ADJP ADJP_JJ,you do not bring,you,PRP,PRP VBP RB VB,PRP_VBP VBP_RB RB_VB,PRP_VBP_RB VBP_RB_VB,S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB,if,if,if,IN,IN,IN,y,y,1.0
912,"* you fail the test, you will not be promoted.",If,Because,na,na,2,conjunctions,"If you fail the test, you will not be promoted.",IN PRP VBP DT NN PRP MD RB VB JJ,IN_PRP PRP_VBP VBP_DT DT_NN NN_PRP PRP_MD MD_RB RB_VB VB_JJ,IN_PRP_VBP PRP_VBP_DT VBP_DT_NN DT_NN_PRP NN_PRP_MD PRP_MD_RB MD_RB_VB RB_VB_JJ,"S_SBAR_,_NP_VP_. SBAR_IN_S S_NP_VP NP_PRP VP_VBP_NP NP_DT_NN NP_PRP VP_MD_RB_VP VP_VB_VP VP_VBN",If you fail the test,IN PRP VBP DT NN,IN_PRP PRP_VBP VBP_DT DT_NN,IN_PRP_VBP PRP_VBP_DT VBP_DT_NN,FRAG_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBP_NP NP_DT_NN,,,,,,,,you fail the test,you,PRP,PRP VBP DT NN,PRP_VBP VBP_DT DT_NN,PRP_VBP_DT VBP_DT_NN,S_NP_VP NP_PRP VP_VBP_NP NP_DT_NN,If,If,If,IN,IN,IN,b,y,1.0
913,He always * the bus to school. But he decided to take the train today.,takes,take,na,na,4,verb tenses,He always takes the bus to school. But he decided to take the train today.,PRP RB VBZ DT NN TO VB CC PRP VBD TO VB DT NN NN,PRP_RB RB_VBZ VBZ_DT DT_NN NN_TO TO_VB VB_CC CC_PRP PRP_VBD VBD_TO TO_VB VB_DT DT_NN NN_NN,PRP_RB_VBZ RB_VBZ_DT VBZ_DT_NN DT_NN_TO NN_TO_VB TO_VB_CC VB_CC_PRP CC_PRP_VBD PRP_VBD_TO VBD_TO_VB TO_VB_DT VB_DT_NN DT_NN_NN,S_NP_ADVP_VP_. NP_PRP ADVP_RB VP_VBZ_NP_PP NP_DT_NN PP_IN_NP NP_NN,He always takes the bus to school,PRP RB VBZ DT NN TO NN,PRP_RB RB_VBZ VBZ_DT DT_NN NN_TO TO_NN,PRP_RB_VBZ RB_VBZ_DT VBZ_DT_NN DT_NN_TO NN_TO_NN,S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBZ_NP_PP NP_DT_NN PP_IN_NP NP_NN,He always,always,RB,PRP RB,PRP_RB,,S_NP_ADVP NP_PRP ADVP_RB,the bus to school,the,DT,DT NN TO NN,DT_NN NN_TO TO_NN,DT_NN_TO NN_TO_NN,NP_NP_PP NP_DT_NN PP_IN_NP NP_NN,takes,takes,takes,VBZ,VBZ,VBZ,y,y,1.0
914,I often * up late on Sunday morning as I don't have to go to work.,wake,wakes,na,na,4,verb tenses,I often wake up late on Sunday morning as I don't have to go to work.,PRP RB VBP RP RB IN NNP NN IN PRP VBP VB TO VB TO VB,PRP_RB RB_VBP VBP_RP RP_RB RB_IN IN_NNP NNP_NN NN_IN IN_PRP PRP_VBP VBP_VB VB_TO TO_VB VB_TO TO_VB,PRP_RB_VBP RB_VBP_RP VBP_RP_RB RP_RB_IN RB_IN_NNP IN_NNP_NN NNP_NN_IN NN_IN_PRP IN_PRP_VBP PRP_VBP_VB VBP_VB_TO VB_TO_VB TO_VB_TO VB_TO_VB,S_NP_ADVP_VP_. NP_PRP ADVP_RB VP_VBP_PRT_ADVP_PP_NP-TMP_SBAR PRT_RP ADVP_RB PP_IN_NP NP_NNP NP-TMP_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBP_RB_VP VP_VB_S S_VP VP_TO_VP VP_VB_S S_VP VP_TO_VP VP_VB,I often wake up late on Sunday,PRP RB VBP RP RB IN NNP,PRP_RB RB_VBP VBP_RP RP_RB RB_IN IN_NNP,PRP_RB_VBP RB_VBP_RP VBP_RP_RB RP_RB_IN RB_IN_NNP,S_NP_ADVP_VP NP_PRP ADVP_RB VP_VBP_ADVP_PP ADVP_RB_RB PP_IN_NP NP_NNP,I often,often,RB,PRP RB,PRP_RB,,S_NP_ADVP NP_PRP ADVP_RB,up late on Sunday,up,RB,RB RB IN NNP,RB_RB RB_IN IN_NNP,RB_RB_IN RB_IN_NNP,ADVP_ADVP_PP ADVP_RB_RB PP_IN_NP-TMP NP-TMP_NNP,wake,wake,wake,NN,NN,NN,y,y,1.0
915,She * at this shop many years ago.,worked,works,na,na,4,verb tenses,She worked at this shop many years ago.,PRP VBD IN DT NN JJ NNS VBP,PRP_VBD VBD_IN IN_DT DT_NN NN_JJ JJ_NNS NNS_VBP,PRP_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_JJ NN_JJ_NNS JJ_NNS_VBP,S_NP_VP_. NP_PRP VP_VBD_PP_PP PP_IN_NP NP_DT_NN PP_NP_IN NP_JJ_NNS,She worked at this shop many,PRP VBD IN DT NN JJ,PRP_VBD VBD_IN IN_DT DT_NN NN_JJ,PRP_VBD_IN VBD_IN_DT IN_DT_NN DT_NN_JJ,S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_NN_JJ,She,She,PRP,PRP,,,S_NP NP_PRP,at this shop many,at,IN,IN DT NN JJ,IN_DT DT_NN NN_JJ,IN_DT_NN DT_NN_JJ,PP_IN_NP NP_DT_NN_JJ,worked,worked,worked,VBN,VBN,VBN,y,y,1.0
916,They * for a few minutes before going on separate ways.,talked,talk,na,na,4,verb tenses,They talked for a few minutes before going on separate ways.,PRP VBD IN DT JJ NNS IN VBG IN JJ NN,PRP_VBD VBD_IN IN_DT DT_JJ JJ_NNS NNS_IN IN_VBG VBG_IN IN_JJ JJ_NN,PRP_VBD_IN VBD_IN_DT IN_DT_JJ DT_JJ_NNS JJ_NNS_IN NNS_IN_VBG IN_VBG_IN VBG_IN_JJ IN_JJ_NN,S_NP_VP_. NP_PRP VP_VBD_PP_PP PP_IN_NP NP_DT_JJ_NNS PP_IN_S S_VP VP_VBG_PP PP_IN_NP NP_JJ_NNS,They talked for a few minutes,PRP VBD IN DT JJ NNS,PRP_VBD VBD_IN IN_DT DT_JJ JJ_NNS,PRP_VBD_IN VBD_IN_DT IN_DT_JJ DT_JJ_NNS,S_NP_VP NP_PRP VP_VBD_PP PP_IN_NP NP_DT_JJ_NNS,They,They,PRP,PRP,,,S_NP NP_PRP,for a few minutes,for,IN,IN DT JJ NNS,IN_DT DT_JJ JJ_NNS,IN_DT_JJ DT_JJ_NNS,PP_IN_NP NP_DT_JJ_NNS,talked,talked,talked,VBD,VBD,VBD,y,y,1.0
917,She * lunch now and it will be ready soon.,is preparing,was preparing,na,na,4,verb tenses,She is preparing lunch now and it will be ready soon.,PRP VBZ VBG NN RB CC PRP MD VB JJ NN,PRP_VBZ VBZ_VBG VBG_NN NN_RB RB_CC CC_PRP PRP_MD MD_VB VB_JJ JJ_NN,PRP_VBZ_VBG VBZ_VBG_NN VBG_NN_RB NN_RB_CC RB_CC_PRP CC_PRP_MD PRP_MD_VB MD_VB_JJ VB_JJ_NN,S_S_CC_S_. S_NP_VP NP_PRP VP_VBZ_VP VP_VBG_NP_ADVP NP_NN ADVP_RB S_NP_VP NP_PRP VP_MD_VP VP_VB_ADJP_ADVP ADJP_JJ ADVP_RB,She is preparing lunch now and it,PRP VBZ VBG NN RB CC PRP,PRP_VBZ VBZ_VBG VBG_NN NN_RB RB_CC CC_PRP,PRP_VBZ_VBG VBZ_VBG_NN VBG_NN_RB NN_RB_CC RB_CC_PRP,S_NP_VP NP_PRP VP_VBZ_VP VP_VP_CC_NP VP_VBG_NP_ADVP NP_NN ADVP_RB NP_PRP,She,She,PRP,PRP,,,S_NP NP_PRP,lunch now and it,lunch,NN,NN RB CC PRP,NN_RB RB_CC CC_PRP,NN_RB_CC RB_CC_PRP,NP_NP_CC_NP NP_NP_ADVP NP_NN ADVP_RB NP_PRP,is preparing,is,preparing,VBZ_VBG,VBZ,VBG,y,y,2.0
918,I * with my mum now because the volcano near my home erupted.,am staying,was staying,na,na,4,verb tenses,I am staying with my mum now because the volcano near my home erupted.,PRP VBP VBG IN PRP$ NN RB IN DT NN IN PRP$ NN NN,PRP_VBP VBP_VBG VBG_IN IN_PRP$ PRP$_NN NN_RB RB_IN IN_DT DT_NN NN_IN IN_PRP$ PRP$_NN NN_NN,PRP_VBP_VBG VBP_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_RB NN_RB_IN RB_IN_DT IN_DT_NN DT_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_NN,S_NP_VP_. NP_PRP VP_VBP_VP VP_VBG_PP_ADVP_SBAR PP_IN_NP NP_PRP$_NN ADVP_RB SBAR_IN_S S_NP_VP NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP$_NN VP_VBD,I am staying with my mum now,PRP VBP VBG IN PRP$ NN RB,PRP_VBP VBP_VBG VBG_IN IN_PRP$ PRP$_NN NN_RB,PRP_VBP_VBG VBP_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_RB,S_NP_VP NP_PRP VP_VBP_VP VP_VBG_PP_ADVP PP_IN_NP NP_PRP$_NN ADVP_RB,I,I,PRP,PRP,,,S_NP NP_PRP,with my mum now,with,IN,IN PRP$ NN RB,IN_PRP$ PRP$_NN NN_RB,IN_PRP$_NN PRP$_NN_RB,PP_IN_NP NP_NP_ADVP NP_PRP$_NN ADVP_RB,am staying,am,staying,VBP_VBG,VBP,VBG,y,y,2.0
919,She * the guitar when the baby started to cry.,was playing,is playing,na,na,4,verb tenses,She was playing the guitar when the baby started to cry.,PRP VBD VBG DT NN WRB DT NN VBD TO VB,PRP_VBD VBD_VBG VBG_DT DT_NN NN_WRB WRB_DT DT_NN NN_VBD VBD_TO TO_VB,PRP_VBD_VBG VBD_VBG_DT VBG_DT_NN DT_NN_WRB NN_WRB_DT WRB_DT_NN DT_NN_VBD NN_VBD_TO VBD_TO_VB,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBG_NP NP_NP_SBAR NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBD_S S_VP VP_TO_VP VP_VB,She was playing the guitar when the,PRP VBD VBG DT NN WRB DT,PRP_VBD VBD_VBG VBG_DT DT_NN NN_WRB WRB_DT,PRP_VBD_VBG VBD_VBG_DT VBG_DT_NN DT_NN_WRB NN_WRB_DT,S_NP_VP NP_PRP VP_VBD_VP VP_VBG_NP NP_NP_ADJP NP_DT_NN ADJP_RB_DT,She,She,PRP,PRP,,,S_NP NP_PRP,the guitar when the,the,DT,DT NN WRB DT,DT_NN NN_WRB WRB_DT,DT_NN_WRB NN_WRB_DT,NP_NP_ADJP NP_DT_NN ADJP_RB_DT,was playing,was,playing,VBD_VBG,VBD,VBG,y,y,2.0
920,They * of buying a new house before the recession.,were thinking,are thinking,na,na,4,verb tenses,They were thinking of buying a new house before the recession.,PRP VBD VBG IN VBG DT JJ NN IN DT NN,PRP_VBD VBD_VBG VBG_IN IN_VBG VBG_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN,PRP_VBD_VBG VBD_VBG_IN VBG_IN_VBG IN_VBG_DT VBG_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBG_PP PP_IN_S S_VP VP_VBG_NP_PP NP_DT_JJ_NN PP_IN_NP NP_DT_NN,They were thinking of buying a new,PRP VBD VBG IN VBG DT JJ,PRP_VBD VBD_VBG VBG_IN IN_VBG VBG_DT DT_JJ,PRP_VBD_VBG VBD_VBG_IN VBG_IN_VBG IN_VBG_DT VBG_DT_JJ,S_NP_VP NP_PRP VP_VBD_VP VP_VBG_PP PP_IN_S S_VP VP_VBG_NP NP_DT_JJ,They,They,PRP,PRP,,,S_NP NP_PRP,of buying a new,of,IN,IN VBG DT JJ,IN_VBG VBG_DT DT_JJ,IN_VBG_DT VBG_DT_JJ,FRAG_PP PP_IN_S S_VP VP_VBG_NP NP_DT_JJ,were thinking,were,thinking,VBD_VBG,VBD,VBG,y,y,2.0
921,His business is growing quickly and he * a new shop in the city.,has opened,had opened,na,na,4,verb tenses,His business is growing quickly and he has opened a new shop in the city.,PRP$ NN VBZ VBG RB CC PRP VBZ VBN DT JJ NN IN DT NN,PRP$_NN NN_VBZ VBZ_VBG VBG_RB RB_CC CC_PRP PRP_VBZ VBZ_VBN VBN_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN,PRP$_NN_VBZ NN_VBZ_VBG VBZ_VBG_RB VBG_RB_CC RB_CC_PRP CC_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_DT VBN_DT_JJ DT_JJ_NN JJ_NN_IN NN_IN_DT IN_DT_NN,S_S_CC_S_. S_NP_VP NP_PRP$_NN VP_VBZ_VP VP_VBG_ADVP ADVP_RB S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_NP NP_NP_PP NP_DT_JJ_NN PP_IN_NP NP_DT_NN,growing quickly and he has opened a new shop in,VBG RB CC PRP VBZ VBN DT JJ NN IN,VBG_RB RB_CC CC_PRP PRP_VBZ VBZ_VBN VBN_DT DT_JJ JJ_NN NN_IN,VBG_RB_CC RB_CC_PRP CC_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_DT VBN_DT_JJ DT_JJ_NN JJ_NN_IN,S_S_CC_S S_VP VP_VBG_ADVP ADVP_RB S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_PP PP_NP_IN NP_DT_JJ_NN,growing quickly and he,he,PRP,VBG RB CC PRP,VBG_RB RB_CC CC_PRP,VBG_RB_CC RB_CC_PRP,S_VP VP_VP_CC_NP VP_VBG_ADVP ADVP_RB NP_PRP,a new shop in,a,DT,DT JJ NN IN,DT_JJ JJ_NN NN_IN,DT_JJ_NN JJ_NN_IN,NP_NP_PP NP_DT_JJ_NN PP_IN,has opened,has,opened,VBZ_VBN,VBZ,VBN,y,y,2.0
922,She * in the past two days.,has not slept,had not slept,na,na,4,verb tenses,She has not slept in the past two days.,PRP VBZ RB VBN IN DT JJ CD NN,PRP_VBZ VBZ_RB RB_VBN VBN_IN IN_DT DT_JJ JJ_CD CD_NN,PRP_VBZ_RB VBZ_RB_VBN RB_VBN_IN VBN_IN_DT IN_DT_JJ DT_JJ_CD JJ_CD_NN,S_NP_VP_. NP_PRP VP_VBZ_RB_VP VP_VBN_PP PP_IN_NP NP_DT_JJ_CD_NNS,She has not slept in the past two,PRP VBZ RB VBN IN DT JJ CD,PRP_VBZ VBZ_RB RB_VBN VBN_IN IN_DT DT_JJ JJ_CD,PRP_VBZ_RB VBZ_RB_VBN RB_VBN_IN VBN_IN_DT IN_DT_JJ DT_JJ_CD,S_NP_VP NP_PRP VP_VBZ_RB_VP VP_VBN_PP PP_IN_NP NP_DT_JJ_CD,She,She,PRP,PRP,,,S_NP NP_PRP,in the past two,in,IN,IN DT JJ CD,IN_DT DT_JJ JJ_CD,IN_DT_JJ DT_JJ_CD,PP_IN_NP NP_DT_JJ_CD,has not slept,has,slept,VBZ_RB_VBN,VBZ,NN,y,y,3.0
923,"When she reached the office, all her colleagues * for the meeting.",had gone,have gone,na,na,4,verb tenses,"When she reached the office, all her colleagues had gone for the meeting.",WRB PRP VBD DT NN DT PRP$ NNS VBD VBN IN DT NN,WRB_PRP PRP_VBD VBD_DT DT_NN NN_DT DT_PRP$ PRP$_NNS NNS_VBD VBD_VBN VBN_IN IN_DT DT_NN,WRB_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_DT NN_DT_PRP$ DT_PRP$_NNS PRP$_NNS_VBD NNS_VBD_VBN VBD_VBN_IN VBN_IN_DT IN_DT_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN NP_PDT_PRP$_NNS VP_VBD_VP VP_VBN_PP PP_IN_NP NP_DT_NN","office, all her colleagues had gone for the meeting",IN DT PRP$ NNS VBD VBN IN DT NN,IN_DT DT_PRP$ PRP$_NNS NNS_VBD VBD_VBN VBN_IN IN_DT DT_NN,IN_DT_PRP$ DT_PRP$_NNS PRP$_NNS_VBD NNS_VBD_VBN VBD_VBN_IN VBN_IN_DT IN_DT_NN,"FRAG_NP_,_S NP_NN S_NP_VP NP_PDT_PRP$_NNS VP_VBD_VP VP_VBN_PP PP_IN_NP NP_DT_NN","office, all her colleagues",colleagues,NNS,IN DT PRP$ NNS,IN_DT DT_PRP$ PRP$_NNS,IN_DT_PRP$ DT_PRP$_NNS,"NP_NP_,_NP NP_NN NP_PDT_PRP$_NNS",for the meeting,for,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,had gone,had,gone,VBD_VBN,VBD,VBN,y,y,2.0
924,They * plans to have a child. It happened unexpectedly.,had not made,have not made,na,na,4,verb tenses,They had not made plans to have a child. It happened unexpectedly.,PRP VBD RB VBN NNS TO VB DT NN PRP VBD JJ,PRP_VBD VBD_RB RB_VBN VBN_NNS NNS_TO TO_VB VB_DT DT_NN NN_PRP PRP_VBD VBD_JJ,PRP_VBD_RB VBD_RB_VBN RB_VBN_NNS VBN_NNS_TO NNS_TO_VB TO_VB_DT VB_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_JJ,S_NP_VP_. NP_PRP VP_VBD_RB_VP VP_VBN_NP_S NP_NNS S_VP VP_TO_VP VP_VB_NP NP_DT_NN,They had not made plans to have a,PRP VBD RB VBN NNS TO VB DT,PRP_VBD VBD_RB RB_VBN VBN_NNS NNS_TO TO_VB VB_DT,PRP_VBD_RB VBD_RB_VBN RB_VBN_NNS VBN_NNS_TO NNS_TO_VB TO_VB_DT,S_NP_VP NP_PRP VP_VBD_RB_VP VP_VBN_NP_S NP_NNS S_VP VP_TO_VP VP_VB_NP NP_DT,They,They,PRP,PRP,,,S_NP NP_PRP,plans to have a,plans,NNS,NNS TO VB DT,NNS_TO TO_VB VB_DT,NNS_TO_VB TO_VB_DT,S_VP VP_VBZ_S S_VP VP_TO_VP VP_VB_NP NP_DT,had not made,had,made,VBD_RB_VBN,VBD,VBN,y,y,3.0
925,She * since noon today.,has been working,had been working,na,na,4,verb tenses,She has been working since noon today.,PRP VBZ VBN VBG IN NN NN,PRP_VBZ VBZ_VBN VBN_VBG VBG_IN IN_NN NN_NN,PRP_VBZ_VBN VBZ_VBN_VBG VBN_VBG_IN VBG_IN_NN IN_NN_NN,S_NP_VP_. NP_PRP VP_VBZ_VP VP_VBN_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_NN NP-TMP_NN,She has been working since noon today,PRP VBZ VBN VBG IN NN NN,PRP_VBZ VBZ_VBN VBN_VBG VBG_IN IN_NN NN_NN,PRP_VBZ_VBN VBZ_VBN_VBG VBN_VBG_IN VBG_IN_NN IN_NN_NN,S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_NN NP-TMP_NN,She,She,PRP,PRP,,,S_NP NP_PRP,since noon today,since,IN,IN NN NN,IN_NN NN_NN,IN_NN_NN,PP_IN_NP NP_NN_NN,has been working,has,working,VBZ_VBN_VBG,VBZ,VBG,y,y,3.0
926,I * of eating ice-cream since this morning.,have been thinking,had been thinking,na,na,4,verb tenses,I have been thinking of eating ice-cream since this morning.,PRP VBP VBN VBG IN VBG JJ IN DT NN,PRP_VBP VBP_VBN VBN_VBG VBG_IN IN_VBG VBG_JJ JJ_IN IN_DT DT_NN,PRP_VBP_VBN VBP_VBN_VBG VBN_VBG_IN VBG_IN_VBG IN_VBG_JJ VBG_JJ_IN JJ_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBP_VP VP_VBN_VP VP_VBG_PP PP_IN_S S_VP VP_VBG_NP NP_NP_PP NP_NN_HYPH_NN PP_IN_NP NP_DT_NN,I have been thinking of eating ice-cream since,PRP VBP VBN VBG IN VBG NN IN,PRP_VBP VBP_VBN VBN_VBG VBG_IN IN_VBG VBG_NN NN_IN,PRP_VBP_VBN VBP_VBN_VBG VBN_VBG_IN VBG_IN_VBG IN_VBG_NN VBG_NN_IN,S_NP_VP NP_PRP VP_VBP_VP VP_VBN_VP VP_VBG_PP PP_IN_S S_VP VP_VBG_NP_PP NP_NN_HYPH_NN PP_IN,I,I,PRP,PRP,,,S_NP NP_PRP,of eating ice-cream since,of,IN,IN VBG NN IN,IN_VBG VBG_NN NN_IN,IN_VBG_NN VBG_NN_IN,FRAG_PP PP_IN_S S_VP VP_VBG_NP_PP NP_NN_HYPH_NN PP_IN,have been thinking,have,thinking,VBP_VBN_VBG,VB,VBG,y,y,3.0
927,She * medicine for depression when she attempted suicide.,had been taking,has been taking,na,na,4,verb tenses,She had been taking medicine for depression when she attempted suicide.,PRP VBD VBN VBG NN IN NN WRB PRP VBD NN,PRP_VBD VBD_VBN VBN_VBG VBG_NN NN_IN IN_NN NN_WRB WRB_PRP PRP_VBD VBD_NN,PRP_VBD_VBN VBD_VBN_VBG VBN_VBG_NN VBG_NN_IN NN_IN_NN IN_NN_WRB NN_WRB_PRP WRB_PRP_VBD PRP_VBD_NN,S_NP_VP_. NP_PRP VP_VBD_VP VP_VBN_VP VP_VBG_NP_PP_SBAR NP_NN PP_IN_NP NP_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_NP NP_NN,She had been taking medicine for depression when,PRP VBD VBN VBG NN IN NN WRB,PRP_VBD VBD_VBN VBN_VBG VBG_NN NN_IN IN_NN NN_WRB,PRP_VBD_VBN VBD_VBN_VBG VBN_VBG_NN VBG_NN_IN NN_IN_NN IN_NN_WRB,S_NP_VP NP_PRP VP_VBD_VP VP_VBN_VP VP_VBG_NP_ADVP NP_NP_PP NP_NN PP_IN_NP NP_NN ADVP_WRB,She,She,PRP,PRP,,,S_NP NP_PRP,medicine for depression when,medicine,NN,NN IN NN WRB,NN_IN IN_NN NN_WRB,NN_IN_NN IN_NN_WRB,FRAG_NP_ADVP NP_NP_PP NP_NN PP_IN_NP NP_NN ADVP_WRB,had been taking,had,taking,VBD_VBN_VBG,VBD,VBG,y,y,3.0
928,"When he left the house, he realised that it * heavily.",had been snowing,has been snowing,na,na,4,verb tenses,"When he left the house, he realised that it had been snowing heavily.",WRB PRP VBD DT NN PRP VBD IN PRP VBD VBN VBG NN,WRB_PRP PRP_VBD VBD_DT DT_NN NN_PRP PRP_VBD VBD_IN IN_PRP PRP_VBD VBD_VBN VBN_VBG VBG_NN,WRB_PRP_VBD PRP_VBD_DT VBD_DT_NN DT_NN_PRP NN_PRP_VBD PRP_VBD_IN VBD_IN_PRP IN_PRP_VBD PRP_VBD_VBN VBD_VBN_VBG VBN_VBG_NN,"S_SBAR_,_NP_VP_. SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBD_NP NP_DT_NN NP_PRP VP_VBD_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBD_VP VP_VBN_VP VP_VBG_ADVP ADVP_RB",he realised that it had been snowing heavily,PRP VBD IN PRP VBD VBN VBG RB,PRP_VBD VBD_IN IN_PRP PRP_VBD VBD_VBN VBN_VBG VBG_RB,PRP_VBD_IN VBD_IN_PRP IN_PRP_VBD PRP_VBD_VBN VBD_VBN_VBG VBN_VBG_RB,S_NP_VP NP_PRP VP_VBD_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_VBD_VP VP_VBN_VP VP_VBG_ADVP ADVP_RB,he realised that it,it,PRP,PRP VBD IN PRP,PRP_VBD VBD_IN IN_PRP,PRP_VBD_IN VBD_IN_PRP,S_NP_VP NP_PRP VP_VBD_NP_NP NP_DT NP_PRP,heavily,heavily,RB,RB,,,ADVP_RB,had been snowing,had,snowing,VBD_VBN_VBG,VBD,VBG,y,y,3.0
