id,qb_question,qb_answer,qb_choice1,qb_choice2,qb_choice3,qb_topic_id,topic,qa,qa_pos,qa_pos_bigram,qa_pos_trigram,qa_parse_tree,ss,ss_pos,ss_pos_bigram,ss_pos_trigram,ss_parse_tree,before,before_last,before_last_pos,before_pos,before_pos_bigram,before_pos_trigram,before_parse_tree,after,after_first,after_first_pos,after_pos,after_pos_bigram,after_pos_trigram,after_parse_tree,ans,ans_first,ans_last,ans_pos,ans_first_pos,ans_last_pos,ans_is_first,ans_is_last,ans_length
680,I * myself a sandwich if I am hungry later.,shall make,make,na,na,4,verb tenses,I shall make myself a sandwich if I am hungry later.,PRP MD VB PRP DT NN IN PRP VBP JJ NN,PRP_MD MD_VB VB_PRP PRP_DT DT_NN NN_IN IN_PRP PRP_VBP VBP_JJ JJ_NN,PRP_MD_VB MD_VB_PRP VB_PRP_DT PRP_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_VBP PRP_VBP_JJ VBP_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_NP_SBAR NP_PRP NP_DT_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBP_ADJP_ADVP ADJP_JJ ADVP_RB,I shall make myself a sandwich if,PRP MD VB PRP DT NN IN,PRP_MD MD_VB VB_PRP PRP_DT DT_NN NN_IN,PRP_MD_VB MD_VB_PRP VB_PRP_DT PRP_DT_NN DT_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_PP NP_PRP PP_NP_IN NP_DT_NN,I,I,PRP,PRP,,,S_NP NP_PRP,myself a sandwich if,myself,PRP,PRP DT NN IN,PRP_DT DT_NN NN_IN,PRP_DT_NN DT_NN_IN,S_NP_VP NP_PRP_DT VP_VBP_SBAR SBAR_IN,shall make,shall,make,MD_VB,MD,VB,x,x,2.0
681,She * about the offer when the time is right.,will think,thinks,na,na,4,verb tenses,She will think about the offer when the time is right.,PRP MD VB IN DT NN WRB DT NN VBZ JJ,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_WRB WRB_DT DT_NN NN_VBZ VBZ_JJ,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_WRB NN_WRB_DT WRB_DT_NN DT_NN_VBZ NN_VBZ_JJ,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_DT_NN VP_VBZ_ADJP ADJP_JJ,She will think about the offer when,PRP MD VB IN DT NN WRB,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_WRB,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_WRB,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_SBAR PP_IN_NP NP_DT_NN SBAR_WHADVP WHADVP_WRB,She,She,PRP,PRP,,,S_NP NP_PRP,about the offer when,about,IN,IN DT NN WRB,IN_DT DT_NN NN_WRB,IN_DT_NN DT_NN_WRB,NP_NP_SBAR NP_RB_DT_NN SBAR_WHADVP WHADVP_WRB,will think,will,think,MD_VB,MD,NN,x,x,2.0
682,He * a rash decision again after his last mistake.,will not make,had not made,na,na,4,verb tenses,He will not make a rash decision again after his last mistake.,PRP MD RB VB DT NN NN RB IN PRP$ JJ NN,PRP_MD MD_RB RB_VB VB_DT DT_NN NN_NN NN_RB RB_IN IN_PRP$ PRP$_JJ JJ_NN,PRP_MD_RB MD_RB_VB RB_VB_DT VB_DT_NN DT_NN_NN NN_NN_RB NN_RB_IN RB_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_NP_ADVP_PP NP_DT_NN_NN ADVP_RB PP_IN_NP NP_PRP$_JJ_NN,He will not make a rash decision again,PRP MD RB VB DT NN NN RB,PRP_MD MD_RB RB_VB VB_DT DT_NN NN_NN NN_RB,PRP_MD_RB MD_RB_VB RB_VB_DT VB_DT_NN DT_NN_NN NN_NN_RB,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_NP_ADVP NP_DT_NN_NN ADVP_RB,He,He,PRP,PRP,,,S_NP NP_PRP,a rash decision again,a,DT,DT NN NN RB,DT_NN NN_NN NN_RB,DT_NN_NN NN_NN_RB,S_NP_ADVP NP_DT_NN_NN ADVP_RB,will not make,will,make,MD_RB_VB,MD,VB,x,x,3.0
683,He * the offer when he quits his current job.,will consider,considers,na,na,4,verb tenses,He will consider the offer when he quits his current job.,PRP MD VB DT NN WRB PRP VBZ PRP$ JJ NN,PRP_MD MD_VB VB_DT DT_NN NN_WRB WRB_PRP PRP_VBZ VBZ_PRP$ PRP$_JJ JJ_NN,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_WRB NN_WRB_PRP WRB_PRP_VBZ PRP_VBZ_PRP$ VBZ_PRP$_JJ PRP$_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBZ_NP NP_PRP$_JJ_NN,He will consider the offer when he,PRP MD VB DT NN WRB PRP,PRP_MD MD_VB VB_DT DT_NN NN_WRB WRB_PRP,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_WRB NN_WRB_PRP,FRAG_PRN_SBAR PRN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_NP NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,He,He,PRP,PRP,,,S_NP NP_PRP,the offer when he,the,DT,DT NN WRB PRP,DT_NN NN_WRB WRB_PRP,DT_NN_WRB NN_WRB_PRP,NP_NP_SBAR NP_DT_NN SBAR_S S_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,will consider,will,consider,MD_VB,MD,VB,x,x,2.0
684,She * into her new apartment until she has sold her current home.,will not move,has not moved,na,na,4,verb tenses,She will not move into her new apartment until she has sold her current home.,PRP MD RB VB IN PRP$ JJ NN IN PRP VBZ VBN PRP$ JJ NN,PRP_MD MD_RB RB_VB VB_IN IN_PRP$ PRP$_JJ JJ_NN NN_IN IN_PRP PRP_VBZ VBZ_VBN VBN_PRP$ PRP$_JJ JJ_NN,PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN JJ_NN_IN NN_IN_PRP IN_PRP_VBZ PRP_VBZ_VBN VBZ_VBN_PRP$ VBN_PRP$_JJ PRP$_JJ_NN,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_PP_SBAR PP_IN_NP NP_PRP$_JJ_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_VP VP_VBN_NP NP_PRP$_JJ_NN,She will not move into her new apartment,PRP MD RB VB IN PRP$ JJ NN,PRP_MD MD_RB RB_VB VB_IN IN_PRP$ PRP$_JJ JJ_NN,PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PP PP_IN_NP NP_PRP$_JJ_NN,She,She,PRP,PRP,,,S_NP NP_PRP,into her new apartment,into,IN,IN PRP$ JJ NN,IN_PRP$ PRP$_JJ JJ_NN,IN_PRP$_JJ PRP$_JJ_NN,PP_IN_NP NP_PRP$_JJ_NN,will not move,will,move,MD_RB_VB,MD,NN,x,x,3.0
685,He * his boss about quitting the job after he receives his bonus.,will talk,talks,na,na,4,verb tenses,He will talk his boss about quitting the job after he receives his bonus.,PRP MD VB PRP$ NN IN VBG DT NN IN PRP VBZ PRP$ NN,PRP_MD MD_VB VB_PRP$ PRP$_NN NN_IN IN_VBG VBG_DT DT_NN NN_IN IN_PRP PRP_VBZ VBZ_PRP$ PRP$_NN,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NN PRP$_NN_IN NN_IN_VBG IN_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_VBZ PRP_VBZ_PRP$ VBZ_PRP$_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_S S_VP VP_VBG_NP_SBAR NP_DT_NN SBAR_IN_S S_NP_VP NP_PRP VP_VBZ_NP NP_PRP$_NN,He will talk his boss about quitting,PRP MD VB PRP$ NN IN VBG,PRP_MD MD_VB VB_PRP$ PRP$_NN NN_IN IN_VBG,PRP_MD_VB MD_VB_PRP$ VB_PRP$_NN PRP$_NN_IN NN_IN_VBG,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_PP NP_PRP$_NN PP_IN_S S_VP VP_VBG,He,He,PRP,PRP,,,S_NP NP_PRP,his boss about quitting,his,PRP$,PRP$ NN IN VBG,PRP$_NN NN_IN IN_VBG,PRP$_NN_IN NN_IN_VBG,NP_NP_PP NP_PRP$_NN PP_IN_S S_VP VP_VBG,will talk,will,talk,MD_VB,MD,NN,x,x,2.0
686,She * in this position in the next match.,will play,has played,na,na,4,verb tenses,She will play in this position in the next match.,PRP MD VB IN DT NN IN DT JJ NN,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_IN IN_DT DT_JJ JJ_NN,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN NN_IN_DT IN_DT_JJ DT_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_PP PP_IN_NP NP_NP_PP NP_DT_NN PP_IN_NP NP_DT_JJ_NN,She will play in this position in,PRP MD VB IN DT NN IN,PRP_MD MD_VB VB_IN IN_DT DT_NN NN_IN,PRP_MD_VB MD_VB_IN VB_IN_DT IN_DT_NN DT_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_PP_PP PP_IN_NP NP_DT_NN PP_IN,She,She,PRP,PRP,,,S_NP NP_PRP,in this position in,in,IN,IN DT NN IN,IN_DT DT_NN NN_IN,IN_DT_NN DT_NN_IN,FRAG_PP_PP PP_IN_NP NP_DT_NN PP_IN,will play,will,play,MD_VB,MD,NN,x,x,2.0
687,I * you an offer which you will find hard to refuse.,will make,make,na,na,4,verb tenses,I will make you an offer which you will find hard to refuse.,PRP MD VB PRP DT NN WDT PRP MD VB JJ TO VB,PRP_MD MD_VB VB_PRP PRP_DT DT_NN NN_WDT WDT_PRP PRP_MD MD_VB VB_JJ JJ_TO TO_VB,PRP_MD_VB MD_VB_PRP VB_PRP_DT PRP_DT_NN DT_NN_WDT NN_WDT_PRP WDT_PRP_MD PRP_MD_VB MD_VB_JJ VB_JJ_TO JJ_TO_VB,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_NP NP_PRP NP_NP_SBAR NP_DT_NN SBAR_WHNP_S WHNP_WDT S_NP_VP NP_PRP VP_MD_VP VP_VB_ADJP ADJP_JJ_S S_VP VP_TO_VP VP_VB,I will make you an offer which,PRP MD VB PRP DT NN WDT,PRP_MD MD_VB VB_PRP PRP_DT DT_NN NN_WDT,PRP_MD_VB MD_VB_PRP VB_PRP_DT PRP_DT_NN DT_NN_WDT,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_NP NP_PRP NP_DT_NN_SBAR SBAR_WHNP WHNP_WDT,I,I,PRP,PRP,,,S_NP NP_PRP,you an offer which,you,PRP,PRP DT NN WDT,PRP_DT DT_NN NN_WDT,PRP_DT_NN DT_NN_WDT,NP_NP_NP NP_PRP NP_NP_SBAR NP_DT_NN SBAR_WHNP WHNP_WDT,will make,will,make,MD_VB,MD,VB,x,x,2.0
688,He * bus if his car breaks down.,will take,takes,na,na,4,verb tenses,He will take bus if his car breaks down.,PRP MD VB NN IN PRP$ NN NNS VBP,PRP_MD MD_VB VB_NN NN_IN IN_PRP$ PRP$_NN NN_NNS NNS_VBP,PRP_MD_VB MD_VB_NN VB_NN_IN NN_IN_PRP$ IN_PRP$_NN PRP$_NN_NNS NN_NNS_VBP,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_NN SBAR_IN_S S_NP_VP NP_PRP$_NN VP_VBZ_PRT PRT_RP,He will take bus if his car,PRP MD VB NN IN PRP$ NN,PRP_MD MD_VB VB_NN NN_IN IN_PRP$ PRP$_NN,PRP_MD_VB MD_VB_NN VB_NN_IN NN_IN_PRP$ IN_PRP$_NN,S_NP_VP NP_PRP VP_MD_VP VP_VB_NP_PP NP_NN PP_IN_NP NP_PRP$_NN,He,He,PRP,PRP,,,S_NP NP_PRP,bus if his car,bus,NN,NN IN PRP$ NN,NN_IN IN_PRP$ PRP$_NN,NN_IN_PRP$ IN_PRP$_NN,FRAG_NP_PP NP_NN PP_IN_NP NP_PRP$_NN,will take,will,take,MD_VB,MD,VB,x,x,2.0
689,She * a cat when she moves out of her parents' home.,will adopt,adopts,na,na,4,verb tenses,She will adopt a cat when she moves out of her parents' home.,PRP MD VB DT NN WRB PRP VBZ IN IN PRP$ NN NN,PRP_MD MD_VB VB_DT DT_NN NN_WRB WRB_PRP PRP_VBZ VBZ_IN IN_IN IN_PRP$ PRP$_NN NN_NN,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_WRB NN_WRB_PRP WRB_PRP_VBZ PRP_VBZ_IN VBZ_IN_IN IN_IN_PRP$ IN_PRP$_NN PRP$_NN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_NP_SBAR NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP_VP NP_PRP VP_VBZ_PRT_PP PRT_RP PP_IN_NP NP_NP_NN NP_PRP$_NNS_POS,She will adopt a cat when she,PRP MD VB DT NN WRB PRP,PRP_MD MD_VB VB_DT DT_NN NN_WRB WRB_PRP,PRP_MD_VB MD_VB_DT VB_DT_NN DT_NN_WRB NN_WRB_PRP,FRAG_PRN_SBAR PRN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_NP NP_DT_NN SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,She,She,PRP,PRP,,,S_NP NP_PRP,a cat when she,a,DT,DT NN WRB PRP,DT_NN NN_WRB WRB_PRP,DT_NN_WRB NN_WRB_PRP,NP_NP_SBAR NP_DT_NN SBAR_S S_SBAR SBAR_WHADVP_S WHADVP_WRB S_NP NP_PRP,will adopt,will,adopt,MD_VB,MD,NN,x,x,2.0
690,I have decided that I * for this job.,will not apply,have not been applying,na,na,4,verb tenses,I have decided that I will not apply for this job.,PRP VBP VBN IN PRP MD RB VB IN DT NN,PRP_VBP VBP_VBN VBN_IN IN_PRP PRP_MD MD_RB RB_VB VB_IN IN_DT DT_NN,PRP_VBP_VBN VBP_VBN_IN VBN_IN_PRP IN_PRP_MD PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_DT IN_DT_NN,S_NP_VP_. NP_PRP VP_VBP_VP VP_VBN_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PP PP_IN_NP NP_DT_NN,have decided that I will not apply for this job,VB VBD IN PRP MD RB VB IN DT NN,VB_VBD VBD_IN IN_PRP PRP_MD MD_RB RB_VB VB_IN IN_DT DT_NN,VB_VBD_IN VBD_IN_PRP IN_PRP_MD PRP_MD_RB MD_RB_VB RB_VB_IN VB_IN_DT IN_DT_NN,S_VP VP_VB_VP VP_VBN_SBAR SBAR_IN_S S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_PP PP_IN_NP NP_DT_NN,have decided that I,I,PRP,VB VBD IN PRP,VB_VBD VBD_IN IN_PRP,VB_VBD_IN VBD_IN_PRP,S_VP VP_VB_VP VP_VBN_SBAR SBAR_IN_S S_NP NP_PRP,for this job,for,IN,IN DT NN,IN_DT DT_NN,IN_DT_NN,PP_IN_NP NP_DT_NN,will not apply,will,apply,MD_RB_VB,MD,VB,x,x,3.0
691,"This time next week, I * in my new car.",will be driving,am driving,na,na,4,verb tenses,"This time next week, I will be driving in my new car.",DT NN JJ NN PRP MD VB VBG IN PRP$ JJ NN,DT_NN NN_JJ JJ_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_JJ JJ_NN,DT_NN_JJ NN_JJ_NN JJ_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,"S_NP_NP-TMP_,_NP_VP_. NP_DT_NN NP-TMP_JJ_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP PP_IN_NP NP_PRP$_JJ_NN","time next week, I will be driving in my new car",NN JJ NN PRP MD VB VBG IN PRP$ JJ NN,NN_JJ JJ_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_JJ JJ_NN,NN_JJ_NN JJ_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_JJ PRP$_JJ_NN,"FRAG_NP_S NP_NN S_NP-TMP_,_NP_VP NP-TMP_JJ_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP PP_IN_NP NP_PRP$_JJ_NN","time next week, I",I,PRP,NN JJ NN PRP,NN_JJ JJ_NN NN_PRP,NN_JJ_NN JJ_NN_PRP,"FRAG_NP_,_NP NP_NP_NP-TMP NP_NN NP-TMP_JJ_NN NP_PRP",in my new car,in,IN,IN PRP$ JJ NN,IN_PRP$ PRP$_JJ JJ_NN,IN_PRP$_JJ PRP$_JJ_NN,PP_IN_NP NP_PRP$_JJ_NN,will be driving,will,driving,MD_VB_VBG,MD,VBG,x,x,3.0
692,"This time next month, I * myself in Paris.",will be enjoying,am enjoying,na,na,4,verb tenses,"This time next month, I will be enjoying myself in Paris.",DT NN JJ NN PRP MD VB VBG PRP IN NNP,DT_NN NN_JJ JJ_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_PRP PRP_IN IN_NNP,DT_NN_JJ NN_JJ_NN JJ_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_PRP VBG_PRP_IN PRP_IN_NNP,"S_NP_NP-TMP_,_NP_VP_. NP_DT_NN NP-TMP_JJ_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_PRP PP_IN_NP NP_NNP","time next month, I will be enjoying myself in Paris",NN JJ NN PRP MD VB VBG PRP IN NNP,NN_JJ JJ_NN NN_PRP PRP_MD MD_VB VB_VBG VBG_PRP PRP_IN IN_NNP,NN_JJ_NN JJ_NN_PRP NN_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_PRP VBG_PRP_IN PRP_IN_NNP,"FRAG_NP_S NP_NN S_NP-TMP_,_NP_VP NP-TMP_JJ_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP_PP NP_PRP PP_IN_NP NP_NNP","time next month, I",I,PRP,NN JJ NN PRP,NN_JJ JJ_NN NN_PRP,NN_JJ_NN JJ_NN_PRP,"FRAG_NP_,_NP NP_NP_NP-TMP NP_NN NP-TMP_JJ_NN NP_PRP",myself in Paris,myself,PRP,PRP IN NNP,PRP_IN IN_NNP,PRP_IN_NNP,NP_NP_PP NP_PRP PP_IN_NP NP_NNP,will be enjoying,will,enjoying,MD_VB_VBG,MD,VBG,x,x,3.0
693,"Around this time tomorrow, she * her driving test.",will be taking,is taking,na,na,4,verb tenses,"Around this time tomorrow, she will be taking her driving test.",IN DT NN VBZ PRP MD VB VBG PRP$ NN NN,IN_DT DT_NN NN_VBZ VBZ_PRP PRP_MD MD_VB VB_VBG VBG_PRP$ PRP$_NN NN_NN,IN_DT_NN DT_NN_VBZ NN_VBZ_PRP VBZ_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_NN PRP$_NN_NN,"S_PP_NP-TMP_,_NP_VP_. PP_IN_NP NP_DT_NN NP-TMP_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP NP_PRP$_VBG_NN","this time tomorrow, she will be taking her driving test",DT NN VBZ PRP MD VB VBG PRP$ VBG NN,DT_NN NN_VBZ VBZ_PRP PRP_MD MD_VB VB_VBG VBG_PRP$ PRP$_VBG VBG_NN,DT_NN_VBZ NN_VBZ_PRP VBZ_PRP_MD PRP_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_VBG PRP$_VBG_NN,"S_NP_NP-TMP_,_NP_VP NP_DT_NN NP-TMP_NN NP_PRP VP_MD_VP VP_VB_VP VP_VBG_NP NP_PRP$_VBG_NN","this time tomorrow, she",she,PRP,DT NN VBZ PRP,DT_NN NN_VBZ VBZ_PRP,DT_NN_VBZ NN_VBZ_PRP,"NP_NP_,_NP NP_DT_NN_NN NP_PRP",her driving test,her,PRP$,PRP$ VBG NN,PRP$_VBG VBG_NN,PRP$_VBG_NN,NP_PRP$_NN_NN,will be taking,will,taking,MD_VB_VBG,MD,VBG,x,x,3.0
694,"Around this time next month, the country * its national day.",will be celebrating,has been celebrating,na,na,4,verb tenses,"Around this time next month, the country will be celebrating its national day.",IN DT NN JJ NN DT NN MD VB VBG PRP$ JJ NN,IN_DT DT_NN NN_JJ JJ_NN NN_DT DT_NN NN_MD MD_VB VB_VBG VBG_PRP$ PRP$_JJ JJ_NN,IN_DT_NN DT_NN_JJ NN_JJ_NN JJ_NN_DT NN_DT_NN DT_NN_MD NN_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_JJ PRP$_JJ_NN,"S_PP_NP-TMP_,_NP_VP_. PP_IN_NP NP_DT_NN NP-TMP_JJ_NN NP_DT_NN VP_MD_VP VP_VB_VP VP_VBG_NP NP_PRP$_JJ_NN","next month, the country will be celebrating its national day",JJ NN DT NN MD VB VBG PRP$ JJ NN,JJ_NN NN_DT DT_NN NN_MD MD_VB VB_VBG VBG_PRP$ PRP$_JJ JJ_NN,JJ_NN_DT NN_DT_NN DT_NN_MD NN_MD_VB MD_VB_VBG VB_VBG_PRP$ VBG_PRP$_JJ PRP$_JJ_NN,"FRAG_S S_NP-TMP_,_NP_VP NP-TMP_JJ_NN NP_DT_NN VP_MD_VP VP_VB_VP VP_VBG_NP NP_PRP$_JJ_NN","next month, the country",country,NN,JJ NN DT NN,JJ_NN NN_DT DT_NN,JJ_NN_DT NN_DT_NN,"NP_NP_,_NP NP_JJ_NN NP_DT_NN",its national day,its,PRP$,PRP$ JJ NN,PRP$_JJ JJ_NN,PRP$_JJ_NN,NP_PRP$_JJ_NN,will be celebrating,will,celebrating,MD_VB_VBG,MD,VBG,x,x,3.0
695,He * sharing his experiences with us tonight.,will be sharing,has been sharing,na,na,4,verb tenses,He will be sharing sharing his experiences with us tonight.,PRP MD VB VBG VBG PRP$ NNS IN PRP VBP,PRP_MD MD_VB VB_VBG VBG_VBG VBG_PRP$ PRP$_NNS NNS_IN IN_PRP PRP_VBP,PRP_MD_VB MD_VB_VBG VB_VBG_VBG VBG_VBG_PRP$ VBG_PRP$_NNS PRP$_NNS_IN NNS_IN_PRP IN_PRP_VBP,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_S S_VP VP_VBG_NP_PP_NP-TMP NP_PRP$_NNS PP_IN_NP NP_PRP NP-TMP_NN,He will be sharing sharing his experiences with,PRP MD VB VBG VBG PRP$ NNS IN,PRP_MD MD_VB VB_VBG VBG_VBG VBG_PRP$ PRP$_NNS NNS_IN,PRP_MD_VB MD_VB_VBG VB_VBG_VBG VBG_VBG_PRP$ VBG_PRP$_NNS PRP$_NNS_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_S S_VP VP_VBG_NP_PP NP_PRP$_NNS PP_IN,He,He,PRP,PRP,,,S_NP NP_PRP,sharing his experiences with,sharing,VBG,VBG PRP$ NNS IN,VBG_PRP$ PRP$_NNS NNS_IN,VBG_PRP$_NNS PRP$_NNS_IN,S_VP VP_VBG_NP_PP NP_PRP$_NNS PP_IN,will be sharing,will,sharing,MD_VB_VBG,MD,VBG,x,x,3.0
696,We * the wedding as we will be away.,will not be attending,have not been attending,na,na,4,verb tenses,We will not be attending the wedding as we will be away.,PRP MD RB VB VBG DT NN IN PRP MD VB JJ,PRP_MD MD_RB RB_VB VB_VBG VBG_DT DT_NN NN_IN IN_PRP PRP_MD MD_VB VB_JJ,PRP_MD_RB MD_RB_VB RB_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_PRP IN_PRP_MD PRP_MD_VB MD_VB_JJ,S_NP_VP_. NP_PRP VP_MD_RB_VP VP_VB_VP VP_VBG_NP_SBAR NP_DT_NN SBAR_IN_S S_NP_VP NP_PRP VP_MD_VP VP_VB_ADVP ADVP_RB,We will not be attending the wedding as we,PRP MD RB VB VBG DT NN IN PRP,PRP_MD MD_RB RB_VB VB_VBG VBG_DT DT_NN NN_IN IN_PRP,PRP_MD_RB MD_RB_VB RB_VB_VBG VB_VBG_DT VBG_DT_NN DT_NN_IN NN_IN_PRP,S_NP_VP NP_PRP VP_MD_RB_VP VP_VB_VP VP_VBG_NP_PP NP_DT_NN PP_IN_NP NP_PRP,We,We,PRP,PRP,,,S_NP NP_PRP,the wedding as we,the,DT,DT NN IN PRP,DT_NN NN_IN IN_PRP,DT_NN_IN NN_IN_PRP,NP_NP_PP NP_DT_NN PP_IN_NP NP_PRP,will not be attending,will,attending,MD_RB_VB_VBG,MD,VBG,x,x,4.0
697,He * of his family during the mountain expedition next month.,will be thinking,is thinking,na,na,4,verb tenses,He will be thinking of his family during the mountain expedition next month.,PRP MD VB VBG IN PRP$ NN IN DT NN NN IN NN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_IN IN_DT DT_NN NN_NN NN_IN IN_NN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_IN NN_IN_DT IN_DT_NN DT_NN_NN NN_NN_IN NN_IN_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_NP_PP NP_PRP$_NN PP_IN_NP NP_DT_NN_NN NP-TMP_JJ_NN,He will be thinking of his family during,PRP MD VB VBG IN PRP$ NN IN,PRP_MD MD_VB VB_VBG VBG_IN IN_PRP$ PRP$_NN NN_IN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_PRP$ IN_PRP$_NN PRP$_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,He,He,PRP,PRP,,,S_NP NP_PRP,of his family during,of,IN,IN PRP$ NN IN,IN_PRP$ PRP$_NN NN_IN,IN_PRP$_NN PRP$_NN_IN,FRAG_PP_PP PP_IN_NP NP_PRP$_NN PP_IN,will be thinking,will,thinking,MD_VB_VBG,MD,VBG,x,x,3.0
698,I * for the seminar next week.,will be going,has been going,na,na,4,verb tenses,I will be going for the seminar next week.,PRP MD VB VBG IN DT NN JJ NN,PRP_MD MD_VB VB_VBG VBG_IN IN_DT DT_NN NN_JJ JJ_NN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_JJ NN_JJ_NN,S_NP_VP_. NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_NP-TMP PP_IN_NP NP_DT_NN NP-TMP_JJ_NN,I will be going for the seminar next,PRP MD VB VBG IN DT NN IN,PRP_MD MD_VB VB_VBG VBG_IN IN_DT DT_NN NN_IN,PRP_MD_VB MD_VB_VBG VB_VBG_IN VBG_IN_DT IN_DT_NN DT_NN_IN,S_NP_VP NP_PRP VP_MD_VP VP_VB_VP VP_VBG_PP_ADVP PP_IN_NP NP_DT_NN ADVP_RB,I,I,PRP,PRP,,,S_NP NP_PRP,for the seminar next,for,IN,IN DT NN IN,IN_DT DT_NN NN_IN,IN_DT_NN DT_NN_IN,PP_IN_NP NP_DT_NN_JJ,will be going,will,going,MD_VB_VBG,MD,VBG,x,x,3.0
